id,abbrev,name,is_public_domain,lang_code,lang_name,country,has_text
2,ABA,Bybel vir almal,False,afr,Afrikaans,BW;MZ;NA;ZA;ZM;ZW,True
5,AFR53,Afrikaans 1933/1953,False,afr,Afrikaans,BW;MZ;NA;ZA;ZM;ZW,True
6,AFR83,Afrikaans 1983,False,afr,Afrikaans,BW;MZ;NA;ZA;ZM;ZW,True
7,ALBB,Albanian Bible 1994,True,,,,True
12,ASV,American Standard Version,True,,,,True
25,BHNT,Navarro-Labourdin Basque,True,,,,True
32,BDSC,Bhaibheri Dzvene MuChiShona Chanhasi,False,sna,Shona,BW;ZA;ZM;ZW,True
42,CPDV,Catholic Public Domain Version,True,,,,True
43,CSBS,Chinese Standard Bible (Simplified Script),True,,,,True
44,ces1613,Czech Kralická Bible 1613,True,,,,True
45,CSLAV,Библия на церковнославянском языке,True,,,,True
49,DA1871,Danske Bibel 1871/1907,True,,,,True
50,DB,Die Boodskap,False,afr,Afrikaans,BW;MZ;NA;ZA;ZM;ZW,True
51,DELUT,Luther Bible 1912,True,,,,True
54,DB1885,Diodati Bible 1885,True,,,,True
57,deuelo,German Unrevised Elberfelder Bible,True,,,,True
58,ELB71,Elberfelder 1871,True,,,,True
60,FI1776,Finnish 1776,True,,,,True
62,FMAR,Martin 1744,True,,,,True
64,JND,Bible J.N. Darby,True,,,,True
65,GANTP,Albrecht NT und Psalmen,True,,,,True
71,HAU,Littafi Mai Tsarki,False,hau,Hausa,BF;BJ;CM;NE;NG;TD,True
74,BHN,Biblia Habari Njema,False,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,True
77,IGBOB,Bible Nso,False,ibo,Igbo,NG,True
81,JA1955,Colloquial Japanese (1955),True,,,,True
87,SOM08,Kitaabka Quduuska Ah,False,som,Somali,DJ;ET;KE;SO,True
93,LSG,Bible Segond 1910,True,,,,True
96,MG1865,Malagasy Bible,True,plt,Malgache,MG,True
117,NLV,Nuwe Lewende Vertaling,False,afr,Afrikaans,BW;MZ;NA;ZA;ZM;ZW,True
121,Bibel1930,Bibel 1930 - Bibelselskapet,True,,,,True
124,NSO51,BIBELE,False,nso,"Sotho, Northern",BW;ZA,True
130,TOJB2011,The Orthodox Jewish Bible,True,,,,True
131,OST,Ostervald,True,,,,True
132,PBG,Biblia Gdańska,True,,,,True
135,POTL,Matthew and Acts,True,,,,True
138,polUBG,Updated Gdansk Bible,True,,,,True
147,RVES,Reina-Valera Antigua,True,,,,True
161,SK73,Karl XII 1873,True,,,,True
164,SUV,Maandiko Matakatifu ya Mungu Yaitwayo Biblia,False,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,True
166,SVEN,Svenska 1917,True,,,,True
175,KJV,Thai KJV,True,,,,True
177,TLAB,Ang Biblia,True,,,,True
182,TR1624,Elzevir Textus Receptus 1624,True,,,,True
183,TR1894,Scrivener’s Textus Receptus 1894,True,,,,True
184,TSO89,BIBELE Mahungu Lamanene,False,tso,Tsonga,MZ;SZ;ZA;ZW,True
185,TSW70,Setswana 1970,False,tsn,Setswana,BW;NA;ZA;ZM;ZW,True
187,urdgvu,"Urdu Geo Version, Urdu Script",True,,,,True
188,UKRK,"Біблія в пер. П.Куліша та І.Пулюя, 1905",True,,,,True
195,SAT,Holy Bible: Easy-to-Read Translation,True,,,,True
206,engWEBUS,"World English Bible, American English Edition, without Strong's Numbers",True,,,,True
207,YCE,Yoruba Bible,False,yor,Yoruba,BJ;NG,True
242,DIK,Lëk yam,False,dik,Dinka Southwestern,SD;SS,True
255,nko,Bulu Ntam Pɔpwɛ mʋ́a Israel Ɩlʋ,False,nko,Nkonya,GH,True
256,NSO00,BIBELE Taba yea Botse,False,nso,"Sotho, Northern",BW;ZA,True
273,SSO61-SO,Sesotho 1909/1961 (SO),False,sot,Southern Sotho,LS;ZA,True
274,SSO89SO,BIBELE,False,sot,Southern Sotho,LS;ZA,True
278,TSW08NO,BAEBELE e e Boitshepo,False,tsn,Setswana,BW;NA;ZA;ZM;ZW,True
280,VEN98,BIVHILI KHETHWA Mafhungo Madifha,False,ven,Venda,BW;ZA;ZW,True
281,XHO75,IZIBHALO EZINGCWELE,False,xho,Xhosa,BW;LS;ZA,True
282,XHO96,IBHAYIBHILE,False,xho,Xhosa,BW;LS;ZA,True
286,ZUL59,IBHAYIBHELI ELINGCWELE,False,zul,Zulu,BW;LS;MZ;SZ;ZA,True
299,NGBM,Nouveau Testament en Ngienboum,False,nnh,Ngiemboon,CM,True
301,RNT,Kirimi New Testament,False,rim,Nyaturu,TZ,True
312,CSBT,Chinese Standard Bible (Traditional Script),True,,,,True
318,NRLB2024,Revised New Latvian Inter-confessional Bible 2024,True,,,,True
320,TSI,Plain Indonesian Translation,True,,,,True
331,bjvNT,KƗLӘ-MƗNDƗ KƗ SƗGƗ,False,bjv,Bedjond,TD,True
336,bss,Melɛ̌ Mékɔ̄ɔ̄lē,False,bss,Akoose,CM,True
342,dwrNT,Ooratha Caaquwaa,False,dwr,Dawro,ET,True
343,anv,Ŋwɛ menomenyɛɛ́ mekɛ́,False,anv,Denya,CM;NG,True
344,NTKM2009,Nouvo Testaman dan Kreol Morisien,False,mfe,Mauritian,MU,True
350,atgNT,Ebe-No-Pfuasẹ Ishobọ Onogbọ,False,atg,Ivbie North-Okpela-Arhe,NG,True
351,BYSB,Bibiliya Yera,False,kin,Rwandan,BI;CD;RW;TZ;UG,True
354,daa,Jamaw ta Marbinto: Kabarre ta Gala ɗo bi ka Iisa Masi iŋ daŋla,False,daa,Dangaléat,TD,True
367,ninNT,Ungbamvu Ku Abachi Azhi Ahe̲he̲ Ka,False,nin,Ninzo,NG,True
372,ONDB,Ombiimbeli Ondjapuki,False,ndo,Ndonga,AO;NA,True
379,cme,Diiloŋ-nelma Tobisĩfɛlɛnni,False,cme,Cerma,BF;CI,True
381,box,Dónbeenì páaníi fĩnle vũahṹ,False,box,Buamu,BF;ML,True
384,DIEMDC,Dikateny Iombonana Eto Madagasikara,False,plt,Malgache,MG,True
387,BIRD,Bibiliya Ijambo ry'imana D,False,kin,Rwandan,BI;CD;RW;TZ;UG,True
388,ken,Kenyang,False,ken,Kenyang,CM,True
393,BHND,Biblia Habari Njema,False,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,True
395,BIR,Bibiliya Ijambo ry'imana,False,kin,Rwandan,BI;CD;RW;TZ;UG,True
396,DIEM,DIEM PROTESTANTA,False,plt,Malgache,MG,True
418,TSO89,BIBELE Mahungu Lamanene,False,tso,Tsonga,MZ;SZ;ZA;ZW,True
426,kdlDBL,Tsikimba New Testament,False,kdl,Tsikimba,NG,True
429,tswNT,Tsishingini,False,tsw,Tsishingini,NG,True
430,KBNT,Kinyarwanda Bibiliya Ntagatifu,False,kin,Rwandan,BI;CD;RW;TZ;UG,True
434,GM,Geeshsha Maxaafa,True,gmv,Gamo,ET,True
435,gofRNT,Ooratha Caaquwa Goofatho,False,gof,Gofa,ET,True
436,AOV1961,Ebaibuli,False,teo,Teso,KE;UG,True
437,ncu,Abware̱se̱ŋ Wo̱re̱-ɔ,False,ncu,Chumburung,GH,True
444,MB80,BIBLE MBAÏ 1980,False,myb,Mbay,CF;NG;TD,True
445,SARDC,Bibəl ta Sar̄,False,mwm,Sar,TD,True
446,BS,Bible sar,False,mwm,Sar,TD,True
450,SND12,IsiNdebele 2012 Translation,False,nbl,South Ndebele,ZA,True
456,MQB,Aban 'am wiya awan,False,mqb,Mbuko,CM,True
461,nhu,Noone,False,nhu,Noone,CM,True
469,OKYB,Ombibeli Iyapuki,False,kua,Kuanyama,AO;NA,True
471,DBNT,Etestamende Epe Moludhimba,False,dhm,Zemba,AO;NA,True
472,La79,Lango New Testament,False,laj,Lango (Uganda),UG,True
474,gngNT,Ngangam,False,gng,Ngangam,BJ;GH;TG,True
484,sxb,Endagano Empia,False,sxb,Suba,KE;TZ;UG,True
500,KWB,Bible,False,gkp,Guinea Kpelle,GN;LR,True
501,ADT19,Al-Kitaab al-Mukhaddas be l-arabi al-daariji hana Tchad,False,shu,Chadian Arabic (Roman script),CM;NE;NG;TD,True
502,ع.د.ت19,الكتاب المقدس بالعربي الدارجي هنا تشاد,False,shu,Chadian Arabic,CM;NE;NG;TD,True
505,dwrENT,Ooratha Caaquwaa,False,dwr,Dawro,ET,True
506,gofENT,ኦራ ጫቁዋ ጎፋ,False,gof,Gofa,ET,True
516,SBA2015,Maktub gə́ To gə Kəmee,False,sba,Ngambay,CM;NG;TD,True
526,CSIA,Hungarian Bible by Lajos Csia,True,,,,True
548,KKG20,Khoekhoegowab 2020,False,naq,Khoekhoe,BW;NA;ZA,True
550,BEGDC,Bible en langue guiziga,False,giz,South Giziga,CM,True
551,MOF,MEY HAYNA WAYNA MA YEZU KRISTE MA MEVEY,False,mfk,North Mofu,CM,True
552,BBBLI,Baibo Busansulushi Bwa Libuku Ili,False,leh,Lenje,ZM,True
555,KABI,New Testament,False,kbp,Kabiyè,BJ;GH;TG,True
557,Massana,BIBALDA TA PELDETTA,False,mcn,Masana,CM;TD,True
558,MSTD,الترجمة المغربية القياسية,False,ary,Moroccan Arabic,DZ;EH;MA,True
559,Aco85,Acoli Baibul,False,ach,Acholi (Acoli),SS;UG,True
564,GMN,Uthenga Uweme wa Yesu Kristu Wolembewa na Maliko,False,nse,Nsenga,MZ;ZM;ZW,True
604,SWT,Siswati 1996 Bible,False,ssw,Swazi,LS;MZ;SZ;ZA,True
607,TSO29,Xitsonga (Bibele),False,tso,Tsonga,MZ;SZ;ZA;ZW,True
620,Kitabuna,Kisin Kiraan Kitabuna,True,yal,Yalunka,GN;ML;SL;SN,True
627,MBB,Livulu lya Shukulu Kalunga,False,mck,Mbunda,AO;ZM,True
810,FGN2013,Fare Ge Ndwara,False,kia,Kim,TD,True
812,MW2013,Musamu Wamubwete 2013,False,beq,Beembe (Congo),CG,True
813,FONDC,MAWUXÓWÉMA,False,fon,Fon,BJ;TG,True
814,MBC,Baiboly Katolika,False,plt,Malgache,MG,True
815,GUL04,Nouveau Testament en Gulay 2004,False,gvl,Gulay,TD,True
817,Fon13,MAWUXÓWÉMA,False,fon,Fon,BJ;TG,True
819,HHBD,Hindi Holy Bible,True,,,,True
820,HHBR,Hindi Holy Bible,True,,,,True
823,VULG,Vulgata latina,True,,,,True
825,Lozi09,Bibele ye Kenile (Catholic Edition),False,loz,Lozi,BW;NA;ZM;ZW,True
839,NTLD13,Le Nouveau Testament en langue Dida,False,gud,Yocoboué Dida,CI,True
855,BA,Bible azumeina,False,mpg,Marba,TD,True
856,BULU09,Bible en langue Bulu,False,bum,Bulu (Cameroon),CM,True
860,KBTP,BHAIBHILI Yakayengemala,False,kck,Kalanga,BW;ZA;ZW,True
863,MUAR,Bible Moundang,False,mua,Mundang,CM;TD,True
868,GB11DC,Kalata Ko SƆ̧ DC,False,gya,"Gbaya, Northwest",CF;CG;CM;NG,True
871,GB11,KALATA KO SƆ̧,False,gya,"Gbaya, Northwest",CF;CG;CM;NG,True
873,MBP,Baiboly Protestanta Malagasy,False,plt,Malgache,MG,True
876,BAFNT,Bafia Nouveau Testament,False,ksf,Bafia,CM,True
880,NTD,Nouveau Testament Doyayo,False,dow,Doyayo,CM,True
887,NTV,Le Nouveau Testament en langue Vute,False,vut,Vute,CM;NG,True
888,ILL,Izwi lya Leza,False,ilb,Ila,ZM,True
889,ETUNT,Ejagham New Testament,False,etu,Ejagham,CM;NG,True
892,TUPB,Le Bible en Tupurri,False,tui,Tupuri,CM;TD,True
893,Soso,"Soso Kitaabuie: Tawureta, Yabura, Inyila",True,sus,Susu (Roman script),GN;GW;SL;SN,True
905,FBDC,Fulfulde DC Bible,False,fub,Fulfulde (Adamawa),CM;ER;ET;NG;SD;TD,True
906,FB,Fulfulde Bible,False,fub,Fulfulde (Adamawa),CM;ER;ET;NG;SD;TD,True
907,NTGomala,Ghomala New Testament,False,bbj,Ghomálá',CM,True
908,MAFNT,Mofa New Testament,False,maf,Mafa,CM;NG,True
910,TayNT,New Testament in Tay,True,,,,True
911,BMYO,Bíbélì Mímọ́ ní Èdè Yorùbá Òde-Òní,False,yor,Yoruba,BJ;NG,True
913,AruNT04,Aruamu New Testament,True,,,,True
915,LBV,Laghano Lya Sambi Kwe Iwanu Wose,True,ruf,Luguru,TZ,True
917,Udk,Uduk New Teatament and OT Portions,False,udu,Uduk,ET;SD;SS,True
938,yre,Yaouré,False,yre,Yaouré,CI,True
944,PBV,Lipatanu Lya Syayi Kwa Wantu Woseri,True,poy,Pogolo,TZ,True
947,AAL59,Amashiwi Aba Lesa,False,lam,Lamba,CD;ZM,True
984,Ibbaib63,Ibbaibele 1963,False,toi,Tonga (Zambia),NA;ZM;ZW,True
992,RMC,Carpathian Romani 2021,True,,,,True
1032,FBFNT,"Fulfulde Burkina, Dewtere Laamɗo Amaana Keso",False,ffm,Burkina Faso Fulfulde,BF;CI;GH;ML;MR;NE,True
1034,MKL,Bibeli do fee,False,mkl,Mokole,BJ,True
1035,ZiBT,Lagano hya,True,ziw,Zigula,TZ,True
1038,NdBV,Lilaghanu lya shonu,True,ndj,Ndamba,TZ,True
1043,NgBV,Ndagano mp'ya kwa wanth'u wose,True,ngp,Ngulu,TZ,True
1053,BSK,Labib An Kreol Seselwa,False,crs,Seselwa Creole French,SC,True
1054,BSK,Labib An Kreol Seselwa,False,crs,Seselwa Creole French,SC,True
1068,BLP-2018,Buku Lopatulika,False,nya,Nyanja,MW;MZ;SZ;TZ;ZM;ZW,True
1097,ILL15,Ishiwi Lyakwa Lesa 2015,False,bem,Bemba (Zambia),BW;CD;MW;ZM,True
1104,SNT,Nkomine Fal Ritɛlɛ́,False,soy,Miyobe,BJ;TG,True
1111,SKB,Swedish Core Bible - expanded,True,,,,True
1118,SLNT98,Núúboòd Gú'dúgke Puu Sambə́ Nwɔŋú bìá,False,ndi,Samba Leko,CM;NG,True
1120,GDRNT85,Nouveau Testament en Guidar,False,gid,Gidar,CM;TD,True
1125,Ching'hwele,Biblia Ching'hwele,True,cwe,Kwere,TZ,True
1130,BMS,Boy Lonana,False,mse,Musey,CM;TD,True
1136,NNT,Ka̱bas Qae-xg'ae sa,False,nhr,Naro,BW;NA,True
1138,BAR,Bibeli Gusunɔn Gari,False,bba,Baatonum,BJ;NG,True
1139,kyf,Kouya,False,kyf,Kouya,CI,True
1140,mykNTpo,Mamara,False,myk,Mamara Senoufo,BF;ML,True
1142,muy,Ma Mʉweni Sulumani ge Melefit,False,muy,Muyang,CM,True
1143,mcp,Makaa,False,mcp,Makaa,CM,True
1144,taq,Tamasheq,False,taq,Tamasheq,BF;ML,True
1145,spp,"Senoufo, Supyire",False,spp,Supyire Senoufo,BF;CI;ML,True
1148,wmwBI,Mwani,False,wmw,Mwani,MZ,True
1149,xed,Hdi,False,xed,Hdi,CM;NG,True
1150,xonB,Uwumbɔr aagbaŋ,False,xon,Konkomba,GH;TG,True
1154,ekaNT,Ekajuk New Testament,False,eka,Ekajuk,NG,True
1155,Boo2024,Boko Bible 24,False,bqc,Boko (Benin),BJ;NG,True
1158,kyq,Kenga,False,kyq,Kenga,TD,True
1159,fuv,"Fulfulde, Nigeria",False,fuv,Fulani,CM;NG;TD,True
1160,yam,Yamba,False,yam,Yamba,CM;NG,True
1168,meq,Merey,False,meq,Merey,CM,True
1173,gqr,Ta lǝ Luwǝ Kunmindɨ kɨ Sigɨ,False,gqr,Gor,CF;TD,True
1174,kde,Ibibiliya mu Shimakonde Imbodi Yaambi na dimbande dya Imbodi Yakala,False,kde,Makonde,MZ;TZ,True
1175,ffm,Aadi keyri: linjiila iisaa almasiihu,False,ffm,Maasina Fulfulde,BF;CI;GH;ML;MR;NE,True
1178,xuo,Kuo,False,xuo,Kuo,CM;TD,True
1190,ikwNT,Tẹsitamenti Ikne n'Ọnu Ikwere,False,ikw,Ikwere,NG,True
1201,GKN,Kĩrĩkanĩro Gĩa Gĩkũyũ,False,kik,Kikuyu,KE,True
1202,GKNDC,Kĩrĩkanĩro Gĩa Gĩkũyũ,False,kik,Kikuyu,KE,True
1207,WMBBE,World Messianic Bible British Edition,True,,,,True
1209,WMB,World Messianic Bible,True,,,,True
1214,knf,Mankanya,False,knf,Mankanya,GW;SN,True
1217,SSDC98,SEBR SÕNGO,False,mos,Mossi,BF;CI;GH;ML;TG,True
1219,MRV,La Bible en Malgache,False,plt,Malgache,MG,True
1221,Chividunda,Ilagano Linyale kwa Wanhu Weng'ha na Ilagano lya Katali kuli Chividunda,True,vid,Vidunda,TZ,True
1226,King'hutu,Biblia Kikutu,True,kdc,Kutu,TZ,True
1237,PNT,Pere New Testament,False,pfe,Peere,CM;NG,True
1240,LNT,Limbum New Testament,False,lmp,Limbum,CM;NG,True
1256,Sog,Baibuli Ekibono kya Katonda 2014,False,xog,Soga,UG,True
1260,NASV,አዲሱ መደበኛ ትርጒም,False,amh,Amharic,DJ;ET,True
1285,MNF2010,Mbeti ti Nzapa - Tënë so amu fini,False,sag,Sango,CD;CF;CG;TD,True
1293,asgNT,Uzuwakpani u Savu n Cishingini; n aba'in a na a Zagbai a Uzukpani u Kuku,False,asg,Cishingini,BJ;NG,True
1294,loqDBL,Lobala NT,False,loq,Lobala,CD;CG,True
1300,bqjDBL2,bqj Firim fafu fal Aláemit,False,bqj,Bandial,SN,True
1303,xsmDBL,xsm Wɛ Tɔnɔ dɩ kasɩm,False,xsm,Kasem,BF;GH,True
1308,GMN,Chinsenga New Testament,False,nse,Nsenga,MZ;ZM;ZW,True
1309,TTQ,Ǝlinjil ǝn Ɣaysa Ǝlmǝsix,False,ttq,Tuareg,BF;ML;NE;NG,True
1311,wibDBL,wib Nouveau Testament en toussian,False,wib,Southern Toussian,BF;CI,True
1317,ted,Le Nouveau Testament en langue kroumen tépo,False,ted,Tepo Krumen,CI;LR,True
1321,TTQtg,ⵍⵍ ⵢⵙⴰ ⵍⵎⵙⵈ,False,ttq,Tuareg,BF;ML;NE;NG,True
1323,gurDBL,"Farefare, Ninkaré",False,gur,Farefare,BF;GH,True
1367,NTGBY,"Takarata pɛ Sɔ, Mbombe Mbon",False,gso,"Gbaya, Southwest",CF;CM,True
1368,kpg,Kapingamarangi Bible,True,,,,True
1369,arp,Arapaho Luke,True,,,,True
1371,Kir-NT,The New Testament in Kire,True,,,,True
1373,fuq,Alkawal Kesal,False,fuq,Fulfulde (Central-Eastern Niger),ML;NE;NG;TD,True
1377,MKD,Morokodo,True,mgc,Morokodo,SS,True
1378,sehNT,Cibverano Cipsa,False,seh,Sena,MW;MZ,True
1379,Soso,سٌسٌ كِتَابُييٍ؛ تَوُرٍتَ، يَبُرَ، عِنيِلَ,True,sus,Susu (Arabic Script),GN;GW;SL;SN,True
1380,GDZ,GALA Daawoo Zɛʋɛi,True,tod,Toma,GN;LR,True
1384,TEM,Ɩsɔ́ɔ-dɛ́ɛ Tɔ́m Tákaraɖá,False,kdh,Tem,BJ;GH;TG,True
1393,BKPDCG,Yálá laawoo hɛɓɛ (dc),False,gkp,Guinea Kpelle,GN;LR,True
1394,BKG,BII BILA,False,kqs,Kissi,GN;LR;SL,True
1395,BKPG,Yálá laawoo hɛɓɛ,False,gkp,Guinea Kpelle,GN;LR,True
1423,LBR,"EKITABO EKITUKUVU, BAIBULI",False,lug,Ganda,UG,True
1426,tke,Takwane,False,tke,Takwane,MW;MZ,True
1431,NIY,UNGBÒTA-ƆWɄ́TÁ TƆ́ BHǓKÙ,False,niy,Ngiti,CD;UG,True
1434,RR64,Baibuli Erikwera,False,nyn,Nyankole,RW;TZ;UG,True
1437,YAWO,Chiyawo Bible,False,yao,Yao,MW;MZ;TZ;ZM,True
1441,BILK13,Baibuli I Leb Kumam 2013,False,kdi,Kumam,UG,True
1445,bjvDBL,bjv Makɨtɨbɨ lə Luwə kɨ ta Nangɨnda,False,bjv,Bedjond,TD,True
1456,DN1971,DEƲE NIINƐI,False,lom,Loma (Liberia),GN;LR,True
1460,KUGL,UWONBƆR A GBƆNPƆŊ LIKƆƆNL,False,xon,Konkomba,GH;TG,True
1461,ASWDC,Twerɛ Kronkron,False,twi,Twi,,True
1462,adj,Adioukrou,False,adj,Adioukrou,CI,True
1465,ses,Songhai de Gao Bible,False,ses,Koyraboro Senni Songhai,ML;NE,True
1479,KWB,Ŋ̀âla Kɔlɔ Maa Waai,False,xpe,Liberia Kpelle,GN;LR,True
1485,kspDBL,Maketuru le Lubba ke tar kabba,False,ksp,Kaba,CF;TD,True
1487,ƐAA03,Ɛmɛẅi ankà ankrànkràn 2003,False,ald,Alladian,CI,True
1490,NTNG61,Nouveau Testament en Ngombe 1961,False,ngc,Ngombe (Democratic Republic of Congo),CD;CF,True
1491,NTK50,Le Nouveau Testament en Kikwango 1950,False,ktu,Kituba (Democratic Republic of Congo),CD,True
1492,BBY62,Bokanda Bona Yakomba Bon’ototo,False,nxd,Ngando (Democratic Republic of Congo),CD,True
1493,NTN62,Nouveau Testament et Psaumes en Ndandi Version 1962,False,nnb,Kinandi (Ndandi),CD;UG,True
1494,NTLK52,KILOMBENO KIHYA KIA NFUMWETU YESU KIDISITU,False,sop,Songe,CD,True
1495,NTMN58,BONKANDA WA NZAKOMBA W’AEYOKO,False,lol,Mongo,CD,True
1496,NTKE58,Le Nouveau Testament in Kele (Lokele) 1958,False,khy,Kele (Democratic Republic of Congo),CD,True
1497,NTKI57,Nouveau Testament en Kilega,False,lgm,Lega-Mwenga,CD,True
1499,hag,"Naawun yatogiri, Piiligu gbaŋŋu Selections",False,hag,Hanga,GH,True
1508,DDKWW,Dilagano Disha ku Wanhu wose,False,kki,Kagulu,TZ,True
1511,DIINT,Dii New Testament,False,dur,Dii,CM,True
1512,SNT00,Sukuma New Testament 2000,False,suk,Sukuma,TZ,True
1514,DTGANT09,NEAJEEDA EESH BEA BUUNEESSEAN,False,tcc,Datooga,TZ,True
1515,BEK12,Ghena ta Shala,False,kvj,Psikye,CM;NG,True
1517,SUKBI15,Bibilia Ilagano Lya Kale 2015,False,suk,Sukuma,TZ,True
1518,ktj,NYƖSƲA A ꞊HAANTITIE,False,ktj,Plapo Krumen,CI;LR,True
1549,cskDBL,Jola-Kasa,False,csk,Jola-Kasa,GM;GW;SN,True
1552,NHO,Takuu New Testament,True,,,,True
1555,AKS,Alla la Kitabu Seniman,True,msc,Sankaran Maninka,GN;SL,True
1556,BSCDBL,Akayëta and eter ekaŝax aŋ. Akayëta Añanar aŋ,False,bsc,Oniyan,GN;GW;SN,True
1557,KKK,Kitabu ka Kanu,True,bsp,Baga Sitemu,GN,True
1563,bdh,Mɨkánda Lorụ ꞌBɨ Lomo Kɨ́ Dosị́ Éyị́ E,False,bdh,Baka (Sudan),CD;SS,True
1573,BBB,Bible (A.Bokun translation),True,,,,True
1582,ANNa,Ikpa Mbuban Eyi Katolik,False,ann,Obolo,NG,True
1585,KAPR,Bukuit Ne Tilil,False,kln,Kalenjin,KE,True
1586,KALDC,BUKUIT NE TILIIL Sireet ne Dutero Kanon,False,kln,Kalenjin,KE,True
1587,Obolo,Ikpa Mbuban,False,ann,Obolo,NG,True
1591,bomBI,Bwok-basa Dagwi wuna-na-sira roso tanga pas,False,bom,Berom,NG,True
1598,dyiB,BIBULU Yɛnŋɛlɛ li Sɛnrɛ,False,dyi,Djimini Senoufo,CI,True
1599,Ikwo,BAYỊBURU Ikwo,False,iqw,Ikwo,NG,True
1600,Ezaa,BAYỊBURU Ẹzaa,False,eza,Ezaa,NG,True
1601,Izii,BAYỊBURU Izii,False,izz,Izii,NG,True
1607,LMBNT2016,Ulufingo Ulupya,False,lai,Lambya,MW;TZ;ZM,True
1612,kqpNT,Kimré,False,kqp,Kimré,TD,True
1613,AL,Agbenya La,False,ewe,Éwé,GH;TG,True
1614,SRK,Sabon Rai Don Kowa 2020,False,hau,Hausa,BF;BJ;CM;NE;NG;TD,True
1615,LEF,Lefoko: La Botshelo Kgolagano e Ntsha,False,tsn,Setswana,BW;NA;ZA;ZM;ZW,True
1617,YOM,"Nkanda Wu Moyo, Nguizani yimona ayi minkunga",False,yom,Yombe,AO;CD;CG,True
1618,CCL,Mawu a Mulungu mu Chichewa Chalero,False,nya,Nyanja,MW;MZ;SZ;TZ;ZM;ZW,True
1621,GAW,Alkawali Woiwoyi,False,gbr,Gbagyi,NG,True
1622,GKY,"Kiugo Gĩtheru Kĩa Ngai, Kĩrĩkanĩro Kĩrĩa Gĩkũrũ Na Kĩrĩa Kĩerũ",False,kik,Kikuyu,KE,True
1624,BIU,Baịbụlụ Nsọ nʼIgbo Ndị Ugbu a,False,ibo,Igbo,NG,True
1625,EEEE,Endagaano Enkadde n’Endagaano Empya,False,lug,Ganda,UG,True
1626,BEN,IBhayibhili Elingcwele LesiNdebele,False,nde,North Ndebele,BW;ZM;ZW,True
1627,NEN,Neno,False,swh,Swahili,BI;KE;MZ;RW;SO;TZ;UG,True
1631,AKNA,Akuapem Twi Nkwa Asɛm,False,twi,Twi,,True
1643,BLNT74,Nyanmien nde Ufle,False,bci,Baoulé,CI,True
1646,SNFDBL,Noon,False,snf,Noon,SN,True
1672,DFBLVL,Geeshsha Mas'aafaa,True,dwr,Dawro,ET,True
1673,MOT,Makua Bible Version,True,mgh,Makhuwa-Meetto,MZ;TZ,True
1674,NNQNT,Ngindo New Testament,True,nnq,Ngindo,TZ,True
1680,TCHKR,Kuo :Dele',False,kqo,Eastern Krahn,CI;LR,True
1688,ጌኤ.ማፃ,ጌኤዦ ማፃኣፖ,True,mdy,Maale,ET,True
1689,MNT,Maale New Testament,False,mdy,Maale,ET,True
1694,Ndau,Bhaibheri Rakachena muChindau,False,ndc,Ndau,MZ;ZW,True
1707,داَ,دٜڢْتٜرٜ اَللَّه ڢُلْڢُلْدٜ عَدَمَوَ,False,fub,Adamawa Fulfulde,CM;ER;ET;NG;SD;TD,True
1723,BBL,Bible (V. Semukha translation),True,,,,True
1728,dyu,Jula NT of Côte d’Ivoire,False,dyu,Dyula,BF;CI;ML,True
1729,GJNb,EBƆRƐ BE KAWƆL,False,gjn,Gonja,GH,True
1731,any,The Agni Sanvi NT of Côte d’Ivoire,False,any,Anyin,CI;GH,True
1738,akp,Siwu,False,akp,Siwu,GH,True
1741,acd,"GɛnÞ PobÞrÞ, Gɛbono Wurubuaarɛ Gi Yɛgɛ Mɔ-rɛ Anyamesɛ Mɛ Wɔra Mɔ",False,acd,Gikyode,GH;TG,True
1742,bav,Vengo (Babungo),False,bav,Vengo,CM,True
1744,BEK,Buku ꞌba Tisaki ni Tɔdɔ to Lömu Laꞌja ꞌBa Yësu Kurïsïtö Ŋere Ze,False,bex,Jur Modo,SS,True
1748,bim,Yennu Gbouŋ Mɔɔr,False,bim,Bimoba,GH;TG,True
1751,bib,"Wosoci Gu̳aasi̳babaa Daa, Nouveau Testament en Bissa",False,bib,Bissa,BF;CI;GH;TG,True
1752,bov,Tuwuli,False,bov,Tuwuli,GH,True
1754,AKKDC08,ALA KA KUMA,False,dyu,Dyula,BF;CI;ML,True
1756,MamL13,Amazwi Yakwe Leza 2013,False,mgr,Mambwe (ichi-): Lungu,TZ;ZM,True
1759,ngl,Ifè: Ìwé-Ɔ̀ɖáyé Ìmↄl̀ɛ̀-Ìk̀ã́ã̀nyì,False,ife,Ifè,BJ;TG,True
1766,avu,Tã-drı̣̃ Lẽlẽ Óꞌdí Óvârí Kâ,False,avu,Avokaya,CD;SS,True
1767,bcw,Zliya Yǝwǝn kwǝma wǝzǝ naa dzǝkǝn Yesǝw Kǝristǝw,False,bcw,Bana,CM,True
1768,kkj,Kako,False,kkj,Kako,CF;CG;CM,True
1772,lee,Lyélé,False,lee,Lyélé,BF,True
1773,LIP,Onanto Eto Kakle Fɔfɔ Sɛkpɛle,False,lip,Sekpele,GH,True
1775,lem,Nomaande,False,lem,Nomaande,CM,True
